conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/001d46db-035e-4b92-83a3-ed8771e0c123,personeel opleiden om voedselverspilling tegen te gaan,released,skill/competence,sector-specific,,"Nieuwe opleidingen en maatregelen voor de ontwikkeling van het personeel opzetten om de kennis van het personeel inzake de preventie van voedselverspilling en praktijken voor voedselrecycling te ondersteunen. Zorgen dat het personeel de methoden en instrumenten voor voedselrecycling begrijpt, bv. het scheiden van afval.
	",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488,opleiden op het gebied van operationele procedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0037c821-2898-4919-b96e-7ed1cd89554c,concepten voor energiebesparing ontwikkelen,released,skill/competence,cross-sector,,"Gebruik maken van de huidige onderzoeksresultaten en samenwerken met deskundigen om concepten, apparatuur en productieprocessen te optimaliseren of te ontwikkelen die minder energie vereisen, zoals nieuwe isolatiepraktijken en -materialen.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/c2a0c52c-0b4b-4180-a918-92650ea3b458,operationele beleidslijnen en procedures ontwikkelen | innovatief denken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0058526a-11e9-40a1-ab33-7c5ffdf5da05,onderzoek naar flora uitvoeren,released,skill/competence,sector-specific,,"Verzamelen en analyseren van gegevens over planten om hun basisaspecten zoals oorsprong, anatomie en functie te ontdekken.",http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,analyseren van wetenschappelijk en medische gegevens
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00735755-adc6-4ea0-b034-b8caff339c9f,warmtepompen installeren,released,skill/competence,cross-sector,warmtepompen plaatsen,"Warmtepompen, die de fysieke eigenschappen van de als koelmiddel gebruikte stoffen gebruiken om warmte te winnen uit een omgeving en die vrijlaten in een warmere omgeving, gaan tegen een spontane warmtestroming in. De nodige openingen creëren en de binnen- en buitendelen van de warmtepomp installeren. Het aansluiten van de elektriciteit en alle kanalen en het configureren van de warmtepomp.",http://data.europa.eu/esco/skill/b85caa4a-f04b-4331-80df-11404fd71225,"installeren van verwarmings-, ventilatie- en airconditioningsapparatuur"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0082c13b-5866-4542-bc4f-722a4ae9530e,biomassa-installaties ontwerpen,released,skill/competence,sector-specific,,"Het biomassa-energiesysteem ontwerpen. De constructiegrenzen bepalen, zoals benodigde ruimte en gewicht. Indicatoren zoals capaciteit, debiet, en temperaturen berekenen. Gedetailleerde beschrijvingen en tekeningen maken van het ontwerp.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,ontwerpen van elektrische of elektronische systemen en apparatuur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/013a64b9-5e74-4f7f-af5b-9ec76715238b,offshoreconstructies inspecteren,released,skill/competence,cross-sector,,"Regelmatige inspecties verrichten tijdens en na de bouw van offshore-installaties, zoals olieplatformen, om ervoor te zorgen dat de risico’s tot een minimum worden beperkt en de regelgeving wordt nageleefd.",http://data.europa.eu/esco/skill/efbb3d3b-a41c-4e0a-90a8-8e611eb1db9f,"adviseren over juridische zaken, wet- en regelgeving en procedurele aangelegenheden"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0171653e-c8e9-4c24-bb86-a4b6fe038f25,manieren toepassen om de biodiversiteit en het dierenwelzijn te bevorderen,released,skill/competence,transversal,,"Gedrag aannemen dat bijdraagt tot het behoud van stabiele ecosystemen en de strijd tegen massa-extinctie, bijvoorbeeld door bewuste voedingskeuzes te maken die de biologische voedselproductie en het dierenwelzijn ondersteunen.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,ecologische vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/01895f13-1989-4756-80d6-9b9ee19ddb32,een haalbaarheidsstudie voor gebouwbeheersystemen uitvoeren,released,skill/competence,sector-specific,,"Het potentieel van een gebouwbeheersysteem evalueren en beoordelen. Een gestandaardiseerd onderzoek realiseren om de energiebesparingsbijdrage, de kosten en de beperkingen te bepalen, en onderzoek uitvoeren om het besluitvormingsproces te ondersteunen.
	",http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702,analyseren van bedrijfsactiviteiten | haalbaarheidsonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02619401-8e21-46e5-8f19-204747fd755d,verontreinigde materialen verwijderen,released,skill/competence,sector-specific,vervuilde materialen verwijderen | gecontamineerde materialen verwijderen,De met gevaarlijke stoffen verontreinigde materialen en uitrusting verwijderen om de omgeving te beschermen tegen verdere verontreiniging en om de verontreinigde materialen te behandelen of te verwijderen.,http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/3727f0d3-da1b-4ce3-a9cb-efe6130fe41f,verwerken en verwijderen van gevaarlijke stoffen | besmettingen beoordelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/02e235f4-a30a-412a-a06e-1c471ad28678,controleprocedures voor het verwerken van gevaarlijke stoffen opvolgen,released,skill/competence,sector-specific,,"Voldoen aan de procedures voor de controle van stoffen die gevaarlijk zijn voor de gezondheid (COSHH) voor activiteiten waarbij gevaarlijke stoffen betrokken zijn, zoals bacteriën, allergenen, afgewerkte olie, verf- of remvloeistoffen die een ziekte of letsel kunnen veroorzaken.
	",http://data.europa.eu/esco/skill/8bde58aa-9d5b-422b-801c-ff9186dd648e | http://data.europa.eu/esco/skill/d2d9051a-10e1-41c5-9cfb-bbdc58016176,verwerken en verwijderen van gevaarlijke stoffen | veiligheidsmaatregelen bij werkpraktijken in acht nemen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/032867c3-3c53-42ad-aabe-030eeb6292ab,bomen meten,released,skill/competence,cross-sector,,"Alle relevante metingen van een boom uitvoeren: het gebruik van een clinometer om de hoogte te meten, band om de omtrek te meten en de metingen van boorpijpen en schors om het groeitempo te schatten.",http://data.europa.eu/esco/skill/ab75d510-ac75-482d-b671-bb3bad741f07 | http://data.europa.eu/esco/skill/23d7bd85-d8d5-4455-b64d-3b0998f2425d,werkgerelateerde metingen uitvoeren | meten van afmetingen en bijbehorende eigenschappen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/03d93bf5-3c09-489c-a0d7-a895b068041a,dieren redden,released,skill/competence,sector-specific,,Het redden van dieren in situaties die een onmiddellijke of potentiële bedreiging voor hun welzijn vormen.,http://data.europa.eu/esco/skill/e9eb9c23-c1f4-4ce9-83c9-2f6a211cc536,waarborgen en handhaven van fysieke veiligheid
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/04012dd1-478d-4eec-9951-dd623bfe86ca,klimaatvriendelijke landbouw,released,knowledge,sector-specific,,"Een geïntegreerde benadering van landschapsbeheer die gericht is op het verhogen van de voedselproductiviteit, het vergroten van de veerkracht van gewassen, het waarborgen van voedselveiligheid en het verminderen van de uitstoot en aanpassing aan klimaatverandering.
   ",http://data.europa.eu/esco/isced-f/0811,landbouw en veeteelt
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/052b829c-67c5-466f-9300-0e0b001a68ef,energieprestatiecontracten opstellen,released,skill/competence,sector-specific,,"Voorbereiden en herzien van contracten waarin de energieprestatie wordt beschreven, met inachtneming van de wettelijke voorschriften.
	",http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,onderhandelen over een compromis | technisch of academisch schrijven
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0562cd60-cd92-47c3-bc63-30a55c5ca4fe,geochemische monsters onderzoeken,released,skill/competence,sector-specific,,"De laboratoriummonsters analyseren met behulp van apparatuur zoals spectrometers, gaschromatografen, microscopen, microsondes en koolstofanalysatoren. Het bepalen van de leeftijd en de kenmerken van milieumonsters zoals mineralen, steen of bodem.",http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,monstertests uitvoeren | testen en analyseren van stoffen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/05e5e14f-ffa6-4106-b311-c6335ccc2bd2,zonne-energie,released,knowledge,cross-sector,zonnestroom,"De energie die afkomstig is van licht en warmte van de zon en die kan worden aangewend en gebruikt als hernieuwbare energiebron met behulp van verschillende technologieën, zoals fotovoltaïsche omzetting voor de opwekking van elektriciteit en thermische zonne-energie voor de opwekking van warmte-energie.",http://data.europa.eu/esco/isced-f/0713,elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0625e737-2b29-4835-ac28-aeec4a8dc0f2,stalen van papierproductie testen,released,skill/competence,sector-specific,,"Het verkrijgen van testmonsters in verschillende stadia van het papierontinktingsproces en het recyclingproces van papier. Verwerken van de monsters, bijvoorbeeld door toevoeging van een gemeten hoeveelheid kleurstofoplossing, en ze testen om waarden zoals de pH-waarde, de scheurvastheid of de mate van desintegratie vast te stellen.",http://data.europa.eu/esco/skill/cd4b9e72-a18d-44bd-b227-14bbdd162dc1 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,monsters voorbereiden voor tests | testen en analyseren van stoffen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/062ec888-7fd2-4b1e-860e-4cdcc9503ab3,vergunningen inzake landgebruik beheren,released,skill/competence,sector-specific,,Onderzoek naar de mogelijke gevolgen van het gebruik van hulpbronnen voor water en aquatische habitats. Aanbevelingen doen over de goedkeuring of afwijzing van vergunningen voor die doeleinden.,http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,"voorbereiden van documentatie voor contracten, aanvragen en vergunningen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/06a4004d-ee47-44ff-ae2f-a038ba0c0256,een haalbaarheidsstudie naar kleinschalige windenergie uitvoeren,released,skill/competence,sector-specific,,"Het potentieel van kleinschalige windenergiesystemen evalueren en beoordelen. Een gestandaardiseerd onderzoek realiseren om de benodigde elektrische energiebehoefte van het gebouw te ramen, het aandeel van kleinschalige windenergie in het totale aanbod, en onderzoek uitvoeren om het besluitvormingsproces te ondersteunen.
	",http://data.europa.eu/esco/skill/d74df140-eb69-43e2-bac9-1cafc824d702 | http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06,haalbaarheidsonderzoek uitvoeren | analyseren van bedrijfsactiviteiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/072f35a1-98e7-4a6c-9a19-474ace5644da,gewassen telen voor biomassa,released,skill/competence,sector-specific,,"Het telen van gewassen voor de biologische massa, het proces van gewassen voor de biologische massa uitvoeren.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,bebouwen van land en telen van gewassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/078e6210-224d-4331-9c8e-f881259b6bb0,veilig gebruik van pesticiden,released,knowledge,sector-specific,veilige omgang met pesticiden,"Voorzorgsmaatregelen en voorschriften voor het vervoer, de opslag en de behandeling van chemische stoffen die ongedierte uitroeien.",http://data.europa.eu/esco/isced-f/0811,landbouw en veeteelt
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07c29939-d5fe-4f7f-8546-f1d02fd352db,silosystemen inspecteren,released,skill/competence,sector-specific,,Inspecties van de silosystemen om eventuele schadelijke emissies bij het gebruik ervan tot een minimum te beperken.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,naleven van wetten en normen op het gebied van milieubescherming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/07ec6866-d283-46a6-991c-e8ce0c6fc159,wetenschappelijke gegevens interpreteren om waterkwaliteit te beoordelen,released,skill/competence,cross-sector,,Analyseren en interpreteren van gegevens zoals biologische eigenschappen om de kwaliteit van water te kennen.,http://data.europa.eu/esco/skill/1aae38c8-f75a-4009-8aa0-c5fa94b06e6b | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078 | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d,"toetsing van waterkwaliteit beheren | gegevens, informatie en digitale inhoud evalueren | wetenschappelijke gegevens analyseren | analyseren van wetenschappelijk en medische gegevens"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/081d7679-5070-4777-bece-a28c49f15636,milieubeleid,released,knowledge,cross-sector,,"Lokaal, nationaal en internationaal beleid dat zich bezighoudt met de bevordering van de duurzaamheid van het milieu en de ontwikkeling van projecten die negatieve gevolgen voor het milieu terugdringen en de toestand van het milieu verbeteren.",http://data.europa.eu/esco/isced-f/0521,milieuwetenschappen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d,zorgen voor naleving van de milieuwetgeving,released,skill/competence,cross-sector,ervoor zorgen dat de milieuwetgeving wordt nageleefd | ervoor zorgen dat aan de milieuwetgeving wordt voldaan,"Toezicht houden op de activiteiten en taken uitvoeren in overeenstemming met de normen voor milieubescherming en duurzaamheid, en deze aanpassen in geval van wijzigingen in de milieuwetgeving. Ervoor zorgen dat de processen in overeenstemming zijn met milieuvoorschriften en beste praktijken.",http://data.europa.eu/esco/skill/1dae8445-12e5-423a-bb26-824010e299b9 | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,naleving met wettelijke vereisten garanderen | naleven van wetten en normen op het gebied van milieubescherming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08a5f6dd-d3dd-4371-9919-6d730f34499c,fotovoltaïsche panelen installeren,released,skill/competence,occupation-specific,zonnepanelen installeren,Fotovoltaïsche panelen veilig installeren met behulp van een gespecificeerd montagesysteem en op de gedefinieerde positie en helling.,http://data.europa.eu/esco/skill/30b280e7-2468-440b-a78f-f1e7f515d60a,"materiaal, instrumenten of apparatuur opstellen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0aabb61b-5382-490a-bf44-375858f9cd3e,soorten getijdenstroomgeneratoren,released,knowledge,sector-specific,,"Verschillende soorten generatoren zoals doorstroomturbines, stroomversterkende turbines, apparaten voor het venturi-effect of getijdenvliegerturbines. Ze worden gebruikt om energie uit waterstromingen te halen, zowel in rivieren of mondingsgebieden die profiteren van het getijdeverschil, als in de onderwaterstromingen offshore.
	",http://data.europa.eu/esco/isced-f/0713,elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0ad6d5e8-593f-4191-843c-439b23a468ca,energieaudit uitvoeren,released,skill/competence,sector-specific,,Het energieverbruik systematisch analyseren en evalueren om de energieprestatie te verbeteren.,http://data.europa.eu/esco/skill/ec528c47-65f4-4187-9dc1-5a8889f84a06 | http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,analyseren van bedrijfsactiviteiten | kritisch denken
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0b4f100c-813d-4eec-8aa5-4227bb98c635,wettelijke vereisten inzake schepen,released,knowledge,sector-specific,wettelijke eisen inzake schepen,"Verdragen van de Internationale Maritieme Organisatie (IMO) betreffende de veiligheid van het leven op zee, de beveiliging en de bescherming van het mariene milieu.",http://data.europa.eu/esco/skill/243ffeb4-3395-4e39-9cf0-695be5b142aa | http://data.europa.eu/esco/isced-f/0421,maritiem recht | recht
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0bca9840-478a-40fd-a6c3-c8cc923add98,beheerplannen ontwikkelen,released,skill/competence,sector-specific,,Beheerplannen ontwikkelen om de visserij en de habitat in stand te houden of te herstellen.,http://data.europa.eu/esco/skill/37272760-957a-4c34-b4f3-780ee285334d,"ontwikkelen van financiële, zakelijke en marketingplannen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0cf3117a-c627-48e0-8d55-65b0f4557ae5,duurzame bodembewerkingstechnieken toepassen,released,skill/competence,sector-specific,,"Duurzame bodembewerkingstechnieken toepassen, zoals conserverende bodembewerking of zaaien zonder grondbewerking, om de impact op de bodem tot een minimum te beperken.
   ",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,bebouwen van land en telen van gewassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d0fe364-462d-48dd-b54b-e972e2bdecb1,soorten isolatiemateriaal,released,knowledge,cross-sector,typen isolatiemateriaal | categorieën isolatiemateriaal,"Verschillende soorten isolatiemateriaal en hun gebruiksmogelijkheden, voordelen, risico’s en kosten.",http://data.europa.eu/esco/isced-f/0732,bouw en weg- en waterbouw
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c,manieren toepassen om vervuiling te verminderen,released,skill/competence,transversal,,"Maatregelen toepassen om lucht-, geluids-, licht-, water- of milieuverontreiniging te verminderen, bijvoorbeeld door gebruik te maken van het openbaar vervoer, geen afval achter te laten in de natuur en onnodige licht- en geluidsemissies te beperken, met name ‘s nachts.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,ecologische vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0d7f5ea2-dee7-4d6f-9f1d-93772148e6f8,beheer van dieren beoordelen,released,skill/competence,sector-specific,,"Evalueren van het beheer van een breed scala van dieren, met inbegrip van hun verzorging, welzijn en huisvesting in een dierentuin, een wildpark, stal, boerderij of een onderzoeksfaciliteit.",http://data.europa.eu/esco/skill/c5ff50d7-97d3-401e-90ac-e5ae756a52de,toezien op de gezondheidstoestand van mens en dier
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e0b8991-4b24-4bb8-9113-df3ce43c1ff9,adviseren over milieukwesties inzake mijnbouw,released,skill/competence,sector-specific,,"Advies geven aan ingenieurs, landmeters, geotechnisch personeel en metallurgen over de bescherming van het milieu en het herstel van de grond na de winning van delfstoffen.
	",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,anderen adviseren | communiceren over de gevolgen van mijnbouw voor het milieu | adviseren over milieukwesties
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e628dde-8d1b-4a1d-b973-a349fe1725c8,sedimentatiebestrijding uitvoeren,released,skill/competence,sector-specific,,Processen en projecten op het gebied van sedimentbeheersing beheren. Acties op het gebied van de beheersing van sedimentplannen om erosie van de bodem van de nabij gelegen waterlopen te voorkomen.,http://data.europa.eu/esco/skill/0779d482-4154-4fbb-9a22-d9fd89c39d67,organiseren en plannen van werkzaamheden en activiteiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e78d9c9-7c3c-4c5c-82cb-205c16edbcb8,green computing,released,knowledge,occupation-specific,IT | verantwoord IT-gebruik | duurzaam IT-beheer | duurzame servers | energiezuinige hardware | green IT | duurzaamheid | energie-efficiënte hardware,"Het gebruik van ICT-systemen op een milieuvriendelijke en duurzame wijze, zoals de invoering van energiezuinige servers en centrale verwerkingseenheden (CPU’s), de vermindering van middelen en een correcte afvoer van elektronisch afval.",http://data.europa.eu/esco/isced-f/0712,milieubeschermingstechnologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0e81fcff-2fb5-4c87-afc2-49b5e5d9db50,biogasinstallaties bedienen,released,skill/competence,occupation-specific,,"Apparatuur die energiegewassen en afval van bedrijven, de zogenaamde anaerobe gistingstanks, bedienen. Ervoor zorgen dat de apparatuur correct functioneert bij de omzetting van biomassa naar biogas dat wordt gebruikt voor de opwekking van warmte en elektriciteit.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"bedienen van systemen en apparatuur voor de verwerking van aardolie, chemicaliën en water"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/0f4cc60e-820e-439d-8810-31a2cc27ada6,desinfectieapparatuur voor water gebruiken,released,skill/competence,sector-specific,ontsmettingsapparatuur voor water gebruiken,"Apparatuur voor desinfectie van water gebruiken, waarbij verschillende methoden en technieken worden gebruikt, zoals mechanische filtratie, afhankelijk van de behoeften.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"bedienen van systemen en apparatuur voor de verwerking van aardolie, chemicaliën en water"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/101e6f4c-c892-4812-9e2c-f2b888771bb3,windturbineschoepen testen,released,skill/competence,sector-specific,,"Nieuwe ontwerpen testen van windturbinebladen die bestemd zijn voor gebruik in windmolenparken en ervoor zorgen dat de bladen functioneel en veilig zijn voor het gebruik in het beoogde windmolenpark.
	",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,houten en metalen onderdelen installeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/108320f7-c8a1-4386-aed9-91054ab05619,agrarische beleidslijnen ontwikkelen,released,skill/competence,cross-sector,agrarische beleidslijnen uiteenzetten,"Programma’s voor nieuwe technologieën en methodologieën in de landbouw ontwikkelen, alsook de ontwikkeling en uitvoering van een betere duurzaamheid en milieubewustzijn in de landbouw.",http://data.europa.eu/esco/skill/8ed41305-4abf-4b54-9f8f-0e043d26feba,beleid en wetgeving ontwikkelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/10ff3d22-1f29-48bc-98e4-63fc61c78034,maatschappelijke allianties,released,knowledge,sector-specific,,"De totstandbrenging van partnerschappen tussen verschillende actoren (bedrijven, non-profitorganisaties of organisaties in de publieke sector) waarmee zij middelen en kennis delen voor een gemeenschappelijk doel: doorgaans om een maatschappelijk of ecologisch probleem op te lossen.
   ",http://data.europa.eu/esco/isced-f/0314,sociologie en culturele studies
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/111b9dad-b2e0-4b55-8d0f-2e41cb435f64,zorgen dat er geen schadelijke effecten bij voedseladditieven optreden,released,skill/competence,occupation-specific,garanderen dat er geen schadelijke effecten bij voedingsadditieven optreden,Ervoor zorgen dat de additieven voor diervoeding een wetenschappelijke beoordeling ondergaan om na te gaan of ze schadelijke gevolgen hebben voor de gezondheid van mens of dier of voor het milieu.,http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,naleven van gezondheids- en veiligheidsprocedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/114a79ef-1e62-475b-a862-954f5b4cca20,processen voor afvalbeheer ontwikkelen,released,skill/competence,sector-specific,,"Ontwikkelen van apparatuur, methoden en procedures die kunnen worden toegepast in verschillende soorten installaties voor de behandeling en verwijdering van afvalstoffen, teneinde de efficiëntie van afvalbeheerprocessen te verbeteren, de milieueffecten te verminderen en de veiligheid van het personeel dat operationeel is op het gebied van afvalbeheer te waarborgen.",http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c | http://data.europa.eu/esco/skill/73a9561d-112c-4d8a-9d5f-b2c11c5bbd5f,operationele beleidslijnen en procedures ontwikkelen | afval beheren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/118796d8-28a3-4865-bcd0-d037f4abcc0f,broeikasomgeving coördineren,released,skill/competence,sector-specific,,Zorg dragen voor de verwarming en koeling van serres (broeikassen). Samenwerken met de beheerder van de gebouwen en terreinen om de irrigatiesystemen en de tuinbouwinstallaties in goede staat te houden.,http://data.europa.eu/esco/skill/87dff904-fb74-4d59-972e-1c2387579d94,begeleiden van operationele werkzaamheden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/128f318e-1bc8-4921-821f-b0aad1d98922,geschikt verwarmings- en koelsysteem bepalen,released,skill/competence,sector-specific,,"Het geschikte systeem bepalen rekening houdend met de beschikbare energiebronnen (grond, gas, elektriciteit, stadsnet enz.), dat tevens voldoet aan de BENG-eisen.
	",http://data.europa.eu/esco/skill/6ee936b0-4e0c-4e04-97c7-1f4ee9230d67,ontwikkelen van doelen en strategieën
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/12d7ea6f-ec1f-4f9a-a50b-8e2e9693f068,transport van gevaarlijke stoffen,released,knowledge,sector-specific,vervoer van schadelijke stoffen | vervoer van gevaarlijke stoffen | transport van gevaarlijke materialen | vervoer van gevaarlijke materialen | transport van schadelijke stoffen,"Voorschriften en veiligheidsprocedures voor het vervoer van gevaarlijke materialen en producten, zoals gevaarlijke afvalstoffen, chemicaliën, explosieven en brandbare materialen.",http://data.europa.eu/esco/isced-f/1041,vervoersdiensten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/1565b401-1754-4b07-8f1a-eb5869e64d95,invloed van klimaatverandering,released,knowledge,cross-sector,impact van klimaatverandering,"Inzicht in de impact van klimaatverandering op de biodiversiteit en de levensomstandigheden van planten en dieren.
    ",http://data.europa.eu/esco/isced-f/0532,aardwetenschappen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/15c522eb-cd6d-4b00-9d95-db20c0f8df88,energiebesparingspotentieel van geautomatiseerde ploegensystemen,released,knowledge,occupation-specific,,"Potentieel om energie te besparen in geautomatiseerde ploegensystemen door middel van mechanismen zoals een verbeterde efficiëntie en een betere anticipatie op komende evenementen.
   ",http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26 | http://data.europa.eu/esco/isced-f/0713,energie-efficiëntie | elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17446f6d-d8b0-4945-a37b-9ad0dfc9f3e8,een absorptiekoeler op zonne-energie ontwerpen,released,skill/competence,sector-specific,,"Een absorptiekoeler ontwerpen met regeneratie door zonne-energie met behulp van buiscollectoren. Nauwkeurig de koelvraag van het gebouw berekenen om de juiste capaciteit (kW) te kiezen. Een gedetailleerd ontwerp maken van de installatie, het principe en de automatiseringsstrategie, gebruikmakend van beschikbare producten en concepten, passende producten selecteren.
	",http://data.europa.eu/esco/skill/39fa260c-4f85-48e3-83ce-e292e696c233,ontwerpen van elektrische of elektronische systemen en apparatuur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/17447ce4-4c4a-4158-b1ea-03ed5364b4e8,plannen beheren voor de opslag van organische nevenproducten,released,skill/competence,occupation-specific,,Methoden en procedures implementeren voor de opslag van organische bijproducten in overeenstemming met bestaande wetgeving en gezondheids- en veiligheidsbeleid. Toezicht houden op de uitvoering van de plannen en reageren op mogelijke problemen.,http://data.europa.eu/esco/skill/26532713-d18f-4e5c-8365-1f57e00f8422 | http://data.europa.eu/esco/skill/e6eeb84c-ad99-42e2-b883-e6ce338aef59,opslagplaatsen beheren | operaties en productieprocessen plannen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/186da517-9a3e-41cd-9158-4001e3694459,biologische landbouw,released,knowledge,sector-specific,,"Beginselen, technieken en voorschriften inzake biologische landbouw. Biologische landbouw of ecologische landbouw is een landbouwproductiemethode die sterk de nadruk legt op milieubescherming en ecologisch evenwicht.",http://data.europa.eu/esco/isced-f/0811,landbouw en veeteelt
